model,model_label,data_role,phase,CL_alpha,CD_alpha,CL,CD,CT
6_state,6-State ULLT,author_model,0.57812500,-0.91361108,-0.48846875,-0.23645994732068268,-0.12642501543742193,0.12642501543742193
6_state,6-State ULLT,author_model,0.58593750,-1.07437807,-0.56341667,-0.2780695061564892,-0.14582296452424204,0.14582296452424204
6_state,6-State ULLT,author_model,0.59375000,-1.23175427,-0.64141841,-0.3188014639623525,-0.16601130038737713,0.16601130038737713
6_state,6-State ULLT,author_model,0.60156250,-1.41684433,-0.75708613,-0.36670629654952075,-0.19594830922696288,0.19594830922696288
6_state,6-State ULLT,author_model,0.60937500,-1.56639359,-0.8507056,-0.40541249321850936,-0.22017881105536696,0.22017881105536696
6_state,6-State ULLT,author_model,0.61718750,-1.71669813,-0.96360535,-0.444314170735883,-0.2493994165426803,0.2493994165426803
6_state,6-State ULLT,author_model,0.62500000,-1.90331037,-1.10369001,-0.49261297249712543,-0.28565599447739154,0.28565599447739154
6_state,6-State ULLT,author_model,0.63281250,-2.05555851,-1.21765186,-0.5320176907105604,-0.3151514916725082,0.3151514916725082
6_state,6-State ULLT,author_model,0.64062500,-2.21409194,-1.33872531,-0.5730491616799877,-0.34648760638877607,0.34648760638877607
6_state,6-State ULLT,author_model,0.64843750,-2.36951774,-1.46960376,-0.613276318820283,-0.38036144184227405,0.38036144184227405
6_state,6-State ULLT,author_model,0.65625000,-2.58027777,-1.63459528,-0.6678250285306616,-0.4230643894986875,0.4230643894986875
6_state,6-State ULLT,author_model,0.66406250,-2.73702463,-1.7660859,-0.7083941011586802,-0.45709666620702594,0.45709666620702594
6_state,6-State ULLT,author_model,0.67187500,-2.90674344,-1.90045874,-0.7523205614988163,-0.4918749163435397,0.4918749163435397
6_state,6-State ULLT,author_model,0.67968750,-3.11857595,-2.07803803,-0.8071468494586864,-0.5378358186113233,0.5378358186113233
6_state,6-State ULLT,author_model,0.68750000,-3.29864595,-2.22399131,-0.8537523949102974,-0.5756113071705042,0.5756113071705042
6_state,6-State ULLT,author_model,0.69531250,-3.47449245,-2.37451616,-0.8992648181249178,-0.6145700051117045,0.6145700051117045
6_state,6-State ULLT,author_model,0.70312500,-3.6513683,-2.51369825,-0.9450436567236145,-0.6505929807408775,0.6505929807408775
6_state,6-State ULLT,author_model,0.71093750,-3.87760576,-2.69868262,-1.0035982200872342,-0.6984704587431688,0.6984704587431688
6_state,6-State ULLT,author_model,0.71875000,-4.0568063,-2.83857292,-1.0499787327318904,-0.7346767326082739,0.7346767326082739
6_state,6-State ULLT,author_model,0.72656250,-4.22921562,-2.96959719,-1.0946015483010652,-0.7685883090549288,0.7685883090549288
6_state,6-State ULLT,author_model,0.73437500,-4.42671844,-3.11758852,-1.1457190395785204,-0.8068912837689809,0.8068912837689809
6_state,6-State ULLT,author_model,0.74218750,-4.61056549,-3.25215381,-1.1933021575044356,-0.8417193436307246,0.8417193436307246
6_state,6-State ULLT,author_model,0.75000000,-4.77935979,-3.36466594,-1.236989337049184,-0.8708396256797754,0.8708396256797754
6_state,6-State ULLT,author_model,0.75781250,-4.93954795,-3.46858655,-1.2784490836571138,-0.8977362587264468,0.8977362587264468
6_state,6-State ULLT,author_model,0.76562500,-5.09023662,-3.56279994,-1.3174501813342827,-0.9221204783621182,0.9221204783621182
6_state,6-State ULLT,author_model,0.77343750,-5.26415289,-3.6500663,-1.362463024263475,-0.944706674326891,0.944706674326891
6_state,6-State ULLT,author_model,0.78125000,-5.38902519,-3.70619994,-1.3947823537092303,-0.9592351294298196,0.9592351294298196
6_state,6-State ULLT,author_model,0.78906250,-5.5015191,-3.75715844,-1.4238979200752795,-0.9724241597396764,0.9724241597396764
6_state,6-State ULLT,author_model,0.79687500,-5.62480688,-3.77959572,-1.455807145567689,-0.9782313551239744,0.9782313551239744
6_state,6-State ULLT,author_model,0.80468750,-5.70821521,-3.78132604,-1.4773948098918848,-0.9786791948940962,0.9786791948940962
6_state,6-State ULLT,author_model,0.81250000,-5.7773068,-3.76237507,-1.4952770292402997,-0.9737743229349296,0.9737743229349296
6_state,6-State ULLT,author_model,0.82031250,-5.82263932,-3.72188546,-1.5070099487787907,-0.9632948407381562,0.9632948407381562
6_state,6-State ULLT,author_model,0.82812500,-5.84934644,-3.65127925,-1.5139222600746292,-0.945020608887648,0.945020608887648
6_state,6-State ULLT,author_model,0.83593750,-5.84746304,-3.57421509,-1.513434800285083,-0.9250749365848202,0.9250749365848202
6_state,6-State ULLT,author_model,0.84375000,-5.82839088,-3.47950519,-1.5084985620458404,-0.9005622107050649,0.9005622107050649
6_state,6-State ULLT,author_model,0.85156250,-5.77845365,-3.34501874,-1.4955738558621756,-0.865754556136837,0.865754556136837
6_state,6-State ULLT,author_model,0.85937500,-5.68718003,-3.19804759,-1.4719505046907253,-0.8277156234362177,0.8277156234362177
6_state,6-State ULLT,author_model,0.86718750,-5.58883106,-3.04326882,-1.4464959181885089,-0.7876559299826751,0.7876559299826751
6_state,6-State ULLT,author_model,0.87500000,-5.46742968,-2.8746564,-1.4150749289427806,-0.7440158244458499,0.7440158244458499
6_state,6-State ULLT,author_model,0.88281250,-5.29474693,-2.6584039,-1.3703813444821031,-0.6880455588948171,0.6880455588948171
6_state,6-State ULLT,author_model,0.89062500,-5.11793927,-2.47099102,-1.3246201547540921,-0.6395395362533037,0.6395395362533037
6_state,6-State ULLT,author_model,0.89843750,-4.9307248,-2.28377655,-1.2761654843993175,-0.5910848658985292,0.5910848658985292
6_state,6-State ULLT,author_model,0.90625000,-4.70598954,-2.07763883,-1.2179997190052507,-0.5377324980485184,0.5377324980485184
6_state,6-State ULLT,author_model,0.91406250,-4.4281378,-1.8459115,-1.146086396978377,-0.4777570517737617,0.4777570517737617
6_state,6-State ULLT,author_model,0.92187500,-4.18143846,-1.65769879,-1.0822359093721547,-0.42904401789540403,0.42904401789540403
6_state,6-State ULLT,author_model,0.92968750,-3.91937522,-1.47062477,-1.0144089518388821,-0.38062569867551416,0.38062569867551416
6_state,6-State ULLT,author_model,0.93750000,-3.57427209,-1.25116908,-0.925089689270391,-0.32382638654739937,0.32382638654739937
6_state,6-State ULLT,author_model,0.94531250,-3.29163192,-1.08169327,-0.8519370303633769,-0.27996281923522315,0.27996281923522315
6_state,6-State ULLT,author_model,0.95312500,-3.01050731,-0.92369448,-0.7791766272483583,-0.23906972328006942,0.23906972328006942
6_state,6-State ULLT,author_model,0.96093750,-2.72232313,-0.78578722,-0.7045890729671054,-0.20337669793416438,0.20337669793416438
6_state,6-State ULLT,author_model,0.96875000,-2.36149339,-0.63357656,-0.6111994642157146,-0.16398168025853993,0.16398168025853993
6_state,6-State ULLT,author_model,0.97656250,-2.0810423,-0.52123799,-0.5386133809039535,-0.13490631884295726,0.13490631884295726
6_state,6-State ULLT,author_model,0.98437500,-1.80295199,-0.43156331,-0.4666383124174895,-0.11169680379548313,0.11169680379548313
6_state,6-State ULLT,author_model,0.99218750,-1.47732721,-0.33873352,-0.3823604177961711,-0.08767068619061562,0.08767068619061562
1_state,1-State ULLT,author_model,0.00000000,-1.24391999,-0.2823386,-0.32195018399573716,-0.07307460684758256,0.07307460684758256
1_state,1-State ULLT,author_model,0.00781250,-0.9382646,-0.23531353,-0.24284074782549858,-0.060903623134303364,0.060903623134303364
1_state,1-State ULLT,author_model,0.01562500,-0.7131581,-0.21639862,-0.184578898449128,-0.05600808418990325,0.05600808418990325
1_state,1-State ULLT,author_model,0.02343750,-0.48708273,-0.20660283,-0.12606628706452894,-0.053472747176078424,0.053472747176078424
1_state,1-State ULLT,author_model,0.03125000,-0.27573682,-0.20660283,-0.07136594045200564,-0.053472747176078424,0.053472747176078424
1_state,1-State ULLT,author_model,0.03906250,-0.03072884,-0.22880219,-0.007953209025908143,-0.05921836433316552,0.05921836433316552
1_state,1-State ULLT,author_model,0.04687500,0.15056409,-0.2476938,0.03896885400053,-0.06410787279381475,0.06410787279381475
1_state,1-State ULLT,author_model,0.05468750,0.33319462,-0.28631139,0.08623711338169726,-0.07410284056177541,0.07410284056177541
1_state,1-State ULLT,author_model,0.06250000,0.53439776,-0.34262285,0.13831231794812607,-0.08867731886730419,0.08867731886730419
1_state,1-State ULLT,author_model,0.07031250,0.69806702,-0.41332659,0.18067303953396224,-0.10697679333928109,0.10697679333928109
1_state,1-State ULLT,author_model,0.07812500,0.84808243,-0.47611782,0.2194998847008254,-0.12322835952869386,0.12322835952869386
1_state,1-State ULLT,author_model,0.08593750,0.99833622,-0.55140407,0.25838842715166005,-0.14271387486304352,0.14271387486304352
1_state,1-State ULLT,author_model,0.09375000,1.18632609,-0.64544525,0.3070437857940071,-0.16705352327095777,0.16705352327095777
1_state,1-State ULLT,author_model,0.10156250,1.33715336,-0.73129269,0.34608075579082714,-0.18927247571625372,0.18927247571625372
1_state,1-State ULLT,author_model,0.10937500,1.48609229,-0.8248181,0.38462898743201834,-0.21347863302527545,0.21347863302527545
1_state,1-State ULLT,author_model,0.11718750,1.64318371,-0.93920318,0.42528723875021734,-0.24308367020485092,0.24308367020485092
1_state,1-State ULLT,author_model,0.12500000,1.81112686,-1.05065818,0.46875412446472675,-0.2719303468767524,0.2719303468767524
1_state,1-State ULLT,author_model,0.13281250,1.96096577,-1.16299863,0.5075352880701294,-0.3010061948721398,0.3010061948721398
1_state,1-State ULLT,author_model,0.14062500,2.11149061,-1.2851852,0.546493983423139,-0.3326304062438921,0.3326304062438921
1_state,1-State ULLT,author_model,0.14843750,2.30369294,-1.4352988,0.5962396069402186,-0.3714826648527939,0.3714826648527939
1_state,1-State ULLT,author_model,0.15625000,2.4640769,-1.56661373,0.6377500303171795,-0.40546946964309827,0.40546946964309827
1_state,1-State ULLT,author_model,0.16406250,2.62701468,-1.69815348,0.679921430947904,-0.43951446213112255,0.43951446213112255
1_state,1-State ULLT,author_model,0.17187500,2.80982043,-1.84043063,0.7272350406021542,-0.4763384982340306,0.4763384982340306
1_state,1-State ULLT,author_model,0.17968750,3.0084552,-1.99477472,0.7786455020977131,-0.5162856882250482,0.5162856882250482
1_state,1-State ULLT,author_model,0.18750000,3.17669344,-2.13990637,0.8221887627242418,-0.5538485232922014,0.5538485232922014
1_state,1-State ULLT,author_model,0.19531250,3.35240647,-2.27819331,0.8676666413609123,-0.5896398170531509,0.5896398170531509
1_state,1-State ULLT,author_model,0.20312500,3.57211504,-2.45226988,0.9245314036491526,-0.6346941486752731,0.6346941486752731
1_state,1-State ULLT,author_model,0.21093750,3.74731227,-2.59641785,0.9698757834223594,-0.6720023886241399,0.6720023886241399
1_state,1-State ULLT,author_model,0.21875000,3.92422138,-2.72775567,1.0156632303424962,-0.7059951177823867,0.7059951177823867
1_state,1-State ULLT,author_model,0.22656250,4.11033645,-2.86121141,1.063833355039085,-0.7405360049726369,0.7405360049726369
1_state,1-State ULLT,author_model,0.23437500,4.31877678,-3.02370163,1.1177816822105393,-0.7825915685515356,0.7825915685515356
1_state,1-State ULLT,author_model,0.24218750,4.48829242,-3.14052557,1.1616555582852819,-0.8128278291474497,0.8128278291474497
1_state,1-State ULLT,author_model,0.25000000,4.65265132,-3.24870763,1.2041947718373827,-0.8408274066138733,0.8408274066138733
1_state,1-State ULLT,author_model,0.25781250,4.85324479,-3.3794337,1.2561121821965837,-0.8746618032212785,0.8746618032212785
1_state,1-State ULLT,author_model,0.26562500,5.00108876,-3.45601417,1.2943770173361495,-0.8944822873401808,0.8944822873401808
1_state,1-State ULLT,author_model,0.27343750,5.13290856,-3.53127659,1.3284944920977546,-0.9139616350166857,0.9139616350166857
1_state,1-State ULLT,author_model,0.28125000,5.26377713,-3.59337275,1.3623657704190872,-0.930033303852419,0.930033303852419
1_state,1-State ULLT,author_model,0.28906250,5.40664256,-3.64172293,1.3993420645898482,-0.9425472512705539,0.9425472512705539
1_state,1-State ULLT,author_model,0.29687500,5.50697955,-3.66704309,1.4253111885301093,-0.949100590903597,0.949100590903597
1_state,1-State ULLT,author_model,0.30468750,5.59801885,-3.66649116,1.4488738932229113,-0.9489577409080336,0.9489577409080336
1_state,1-State ULLT,author_model,0.31250000,5.67640398,-3.64411844,1.4691614577197483,-0.9431672548812876,0.9431672548812876
1_state,1-State ULLT,author_model,0.32031250,5.72063159,-3.60607028,1.480608405507115,-0.9333196664421796,0.9333196664421796
1_state,1-State ULLT,author_model,0.32812500,5.7516404,-3.54317226,1.4886340761010806,-0.9170404609669404,0.9170404609669404
1_state,1-State ULLT,author_model,0.33593750,5.75961934,-3.46821453,1.490699177732811,-0.8976399728652877,0.8976399728652877
1_state,1-State ULLT,author_model,0.34375000,5.73385809,-3.34833983,1.4840316756071634,-0.8666141174793366,0.8666141174793366
1_state,1-State ULLT,author_model,0.35156250,5.68587704,-3.23517547,1.4716132660631471,-0.8373250258844988,0.8373250258844988
1_state,1-State ULLT,author_model,0.35937500,5.61476124,-3.10814932,1.4532071426154454,-0.8044482390384491,0.8044482390384491
1_state,1-State ULLT,author_model,0.36718750,5.52078044,-2.95759497,1.4288831217014744,-0.7654819059354185,0.7654819059354185
1_state,1-State ULLT,author_model,0.37500000,5.37575745,-2.75613083,1.391348409911762,-0.713339149598218,0.713339149598218
1_state,1-State ULLT,author_model,0.38281250,5.23556355,-2.58691173,1.3550635585845636,-0.66954202372311,0.66954202372311
1_state,1-State ULLT,author_model,0.39062500,5.06608774,-2.40867318,1.3111999912723875,-0.623410492411652,0.623410492411652
1_state,1-State ULLT,author_model,0.39843750,4.88455197,-2.22150785,1.2642150766290365,-0.5749685404247539,0.5749685404247539
1_state,1-State ULLT,author_model,0.40625000,4.62658133,-1.98581259,1.1974473619197503,-0.5139661182963635,0.5139661182963635
1_state,1-State ULLT,author_model,0.41406250,4.39481691,-1.79798595,1.1374623160466109,-0.46535300668674856,0.46535300668674856
1_state,1-State ULLT,author_model,0.42187500,4.15036974,-1.61257555,1.0741947329291974,-0.41736526400667223,0.41736526400667223
1_state,1-State ULLT,author_model,0.42968750,3.84905997,-1.40058795,0.9962100259777371,-0.3624988358010971,0.3624988358010971
1_state,1-State ULLT,author_model,0.43750000,3.56823585,-1.21815478,0.9235273953975814,-0.31528165694667126,0.31528165694667126
1_state,1-State ULLT,author_model,0.44531250,3.28578512,-1.0551197,0.8504237671704715,-0.2730850732228582,0.2730850732228582
1_state,1-State ULLT,author_model,0.45312500,3.00495599,-0.90521947,0.7777398399068999,-0.23428803883360994,0.23428803883360994
1_state,1-State ULLT,author_model,0.46093750,2.65141307,-0.73691793,0.686236198949743,-0.19072839496152624,0.19072839496152624
1_state,1-State ULLT,author_model,0.46875000,2.36997603,-0.61608537,0.6133949330004631,-0.15945462716503317,0.15945462716503317
1_state,1-State ULLT,author_model,0.47656250,2.08939982,-0.51864836,0.5407764662497787,-0.13423607327918843,0.13423607327918843
1_state,1-State ULLT,author_model,0.48437500,1.77757992,-0.41219884,0.4600715374878152,-0.10668491016116673,0.10668491016116673
1_state,1-State ULLT,author_model,0.49218750,1.48266867,-0.33549257,0.38374288937282447,-0.0868318666063906,0.0868318666063906
1_state,1-State ULLT,author_model,0.50000000,1.22403023,-0.27889718,0.31680233530521884,-0.07218390180938584,0.07218390180938584
1_state,1-State ULLT,author_model,0.50781250,0.98027122,-0.24045062,0.253712861101883,-0.062233199862709074,0.062233199862709074
1_state,1-State ULLT,author_model,0.51562500,0.69268609,-0.20660283,0.17928035236959874,-0.053472747176078424,0.053472747176078424
1_state,1-State ULLT,author_model,0.52343750,0.47470548,-0.20660283,0.12286281903853376,-0.053472747176078424,0.053472747176078424
1_state,1-State ULLT,author_model,0.53125000,0.2690381,-0.20660283,0.06963218413819648,-0.053472747176078424,0.053472747176078424
1_state,1-State ULLT,author_model,0.53906250,0.0506371,-0.22494417,0.013105845868760853,-0.05821983528077909,0.05821983528077909
1_state,1-State ULLT,author_model,0.54687500,-0.17039931,-0.25937348,-0.04410258670032841,-0.06713079641851775,0.06713079641851775
1_state,1-State ULLT,author_model,0.55468750,-0.3408312,-0.29658744,-0.08821360572514626,-0.07676247801020115,0.07676247801020115
1_state,1-State ULLT,author_model,0.56250000,-0.51030701,-0.34108082,-0.1320771730373225,-0.08827821213518476,0.08827821213518476
1_state,1-State ULLT,author_model,0.57031250,-0.70787944,-0.41178456,-0.18321268070850713,-0.10657768660716166,0.10657768660716166
1_state,1-State ULLT,author_model,0.57812500,-0.87066952,-0.47407646,-0.2253458537662701,-0.12270001668278337,0.12270001668278337
1_state,1-State ULLT,author_model,0.58593750,-1.02056536,-0.54932826,-0.2641417519399103,-0.14217661570102924,0.14217661570102924
