model,theta_max_deg,phase_offset_deg,phase,CT
v4b_legacy_025c,15.0,30.0,0.4921875,-0.29785713875777436
v5c0_corrected_v4b_075c,15.0,30.0,0.4921875,-0.2962011538767601
v4b_legacy_025c,15.0,30.0,0.5,-0.2704594854725126
v5c0_corrected_v4b_075c,15.0,30.0,0.5,-0.26814267547950343
v4b_legacy_025c,15.0,30.0,0.5078125,-0.2640806328505951
v5c0_corrected_v4b_075c,15.0,30.0,0.5078125,-0.26046904304864577
v4b_legacy_025c,15.0,30.0,0.515625,-0.22159854850791855
v5c0_corrected_v4b_075c,15.0,30.0,0.515625,-0.21684269494387548
v4b_legacy_025c,15.0,30.0,0.5234375,-0.19270128436532477
v5c0_corrected_v4b_075c,15.0,30.0,0.5234375,-0.18764805324027733
v4b_legacy_025c,15.0,30.0,0.53125,-0.14528427137147595
v5c0_corrected_v4b_075c,15.0,30.0,0.53125,-0.14022363808735086
v4b_legacy_025c,15.0,30.0,0.5390625,-0.09746059145993345
v5c0_corrected_v4b_075c,15.0,30.0,0.5390625,-0.09233986523804079
v4b_legacy_025c,15.0,30.0,0.546875,-0.05464396568810893
v5c0_corrected_v4b_075c,15.0,30.0,0.546875,-0.04902585372518789
v4b_legacy_025c,15.0,30.0,0.5546875,-0.008859918998899333
v5c0_corrected_v4b_075c,15.0,30.0,0.5546875,-0.002647225269409575
v4b_legacy_025c,15.0,30.0,0.5625,0.030737902976413895
v5c0_corrected_v4b_075c,15.0,30.0,0.5625,0.03755215114247379
v4b_legacy_025c,15.0,30.0,0.5703125,0.05558484428655783
v5c0_corrected_v4b_075c,15.0,30.0,0.5703125,0.06299876650156172
v4b_legacy_025c,15.0,30.0,0.578125,0.06782406603731907
v5c0_corrected_v4b_075c,15.0,30.0,0.578125,0.07582606934269243
v4b_legacy_025c,15.0,30.0,0.5859375,0.0840399090842525
v5c0_corrected_v4b_075c,15.0,30.0,0.5859375,0.09260810392219815
v4b_legacy_025c,15.0,30.0,0.59375,0.10591201652434784
v5c0_corrected_v4b_075c,15.0,30.0,0.59375,0.11501394998656907
v4b_legacy_025c,15.0,30.0,0.6015625,0.13142635463797173
v5c0_corrected_v4b_075c,15.0,30.0,0.6015625,0.14101908562855534
v4b_legacy_025c,15.0,30.0,0.609375,0.16269260681037
v5c0_corrected_v4b_075c,15.0,30.0,0.609375,0.17272313008157425
v4b_legacy_025c,15.0,30.0,0.6171875,0.19960368945531648
v5c0_corrected_v4b_075c,15.0,30.0,0.6171875,0.21000969844698403
v4b_legacy_025c,15.0,30.0,0.625,0.23636764805907126
v5c0_corrected_v4b_075c,15.0,30.0,0.625,0.24707861101210674
v4b_legacy_025c,15.0,30.0,0.6328125,0.27388400850790157
v5c0_corrected_v4b_075c,15.0,30.0,0.6328125,0.2848225190878504
v4b_legacy_025c,15.0,30.0,0.640625,0.3120635465935837
v5c0_corrected_v4b_075c,15.0,30.0,0.640625,0.323146899674328
v4b_legacy_025c,15.0,30.0,0.6484375,0.3516283224751569
v5c0_corrected_v4b_075c,15.0,30.0,0.6484375,0.36277025801732765
v4b_legacy_025c,15.0,30.0,0.65625,0.3878921808956608
v5c0_corrected_v4b_075c,15.0,30.0,0.65625,0.39900473406843423
v4b_legacy_025c,15.0,30.0,0.6640625,0.42172720525111
v5c0_corrected_v4b_075c,15.0,30.0,0.6640625,0.4327225990182747
v4b_legacy_025c,15.0,30.0,0.671875,0.4528165439485246
v5c0_corrected_v4b_075c,15.0,30.0,0.671875,0.46360906109600014
v4b_legacy_025c,15.0,30.0,0.6796875,0.48105599765439505
v5c0_corrected_v4b_075c,15.0,30.0,0.6796875,0.49156377242210747
v4b_legacy_025c,15.0,30.0,0.6875,0.5075655559075833
v5c0_corrected_v4b_075c,15.0,30.0,0.6875,0.5177122306868059
v4b_legacy_025c,15.0,30.0,0.6953125,0.5312025578605386
v5c0_corrected_v4b_075c,15.0,30.0,0.6953125,0.5409187574653181
v4b_legacy_025c,15.0,30.0,0.703125,0.5470093107425581
v5c0_corrected_v4b_075c,15.0,30.0,0.703125,0.5562338951663465
v4b_legacy_025c,15.0,30.0,0.7109375,0.5645957087394408
v5c0_corrected_v4b_075c,15.0,30.0,0.7109375,0.5732767746548413
v4b_legacy_025c,15.0,30.0,0.71875,0.5726818748632919
v5c0_corrected_v4b_075c,15.0,30.0,0.71875,0.5807774860017815
v4b_legacy_025c,15.0,30.0,0.7265625,0.5789397052293049
v5c0_corrected_v4b_075c,15.0,30.0,0.7265625,0.5864183417896406
v4b_legacy_025c,15.0,30.0,0.734375,0.581548879955953
v5c0_corrected_v4b_075c,15.0,30.0,0.734375,0.5883896069620885
v4b_legacy_025c,15.0,30.0,0.7421875,0.5807483177845527
v5c0_corrected_v4b_075c,15.0,30.0,0.7421875,0.5869406815122875
v4b_legacy_025c,15.0,30.0,0.75,0.5774244627142057
v5c0_corrected_v4b_075c,15.0,30.0,0.75,0.5829681326449389
v4b_legacy_025c,15.0,30.0,0.7578125,0.5724587450038541
v5c0_corrected_v4b_075c,15.0,30.0,0.7578125,0.5773629260137133
v4b_legacy_025c,15.0,30.0,0.765625,0.5478243677518809
v5c0_corrected_v4b_075c,15.0,30.0,0.765625,0.5521070132344813
v4b_legacy_025c,15.0,30.0,0.7734375,0.5311057310865612
v5c0_corrected_v4b_075c,15.0,30.0,0.7734375,0.5347925923268632
v4b_legacy_025c,15.0,30.0,0.78125,0.5110804214209513
v5c0_corrected_v4b_075c,15.0,30.0,0.78125,0.5142039717323467
v4b_legacy_025c,15.0,30.0,0.7890625,0.48827605304675065
v5c0_corrected_v4b_075c,15.0,30.0,0.7890625,0.49087432695105726
v4b_legacy_025c,15.0,30.0,0.796875,0.4604269815717099
v5c0_corrected_v4b_075c,15.0,30.0,0.796875,0.4625423696827745
v4b_legacy_025c,15.0,30.0,0.8046875,0.43023210614354634
v5c0_corrected_v4b_075c,15.0,30.0,0.8046875,0.43203414864762524
v4b_legacy_025c,15.0,30.0,0.8125,0.3983551242972179
v5c0_corrected_v4b_075c,15.0,30.0,0.8125,0.40001924717423104
v4b_legacy_025c,15.0,30.0,0.8203125,0.36455348237238977
v5c0_corrected_v4b_075c,15.0,30.0,0.8203125,0.3660734142194363
v4b_legacy_025c,15.0,30.0,0.828125,0.32892387710944365
v5c0_corrected_v4b_075c,15.0,30.0,0.828125,0.330186679903654
v4b_legacy_025c,15.0,30.0,0.8359375,0.29396318151640977
v5c0_corrected_v4b_075c,15.0,30.0,0.8359375,0.2946892679913615
v4b_legacy_025c,15.0,30.0,0.84375,0.2582339793638425
v5c0_corrected_v4b_075c,15.0,30.0,0.84375,0.25844680557404287
v4b_legacy_025c,15.0,30.0,0.8515625,0.22092863221391681
v5c0_corrected_v4b_075c,15.0,30.0,0.8515625,0.22087989086973617
v4b_legacy_025c,15.0,30.0,0.859375,0.18083106885936925
v5c0_corrected_v4b_075c,15.0,30.0,0.859375,0.18070559346605908
v4b_legacy_025c,15.0,30.0,0.8671875,0.13416451173650115
v5c0_corrected_v4b_075c,15.0,30.0,0.8671875,0.13399697737170474
v4b_legacy_025c,15.0,30.0,0.875,0.08316783431575737
v5c0_corrected_v4b_075c,15.0,30.0,0.875,0.08297633433160893
v4b_legacy_025c,15.0,30.0,0.8828125,0.034970042502181366
v5c0_corrected_v4b_075c,15.0,30.0,0.8828125,0.03477306417884186
v4b_legacy_025c,15.0,30.0,0.890625,-0.017465428392716715
v5c0_corrected_v4b_075c,15.0,30.0,0.890625,-0.01764905220977997
v4b_legacy_025c,15.0,30.0,0.8984375,-0.06945504911726896
v5c0_corrected_v4b_075c,15.0,30.0,0.8984375,-0.06960619825330996
v4b_legacy_025c,15.0,30.0,0.90625,-0.13674816402494097
v5c0_corrected_v4b_075c,15.0,30.0,0.90625,-0.136847504770101
v4b_legacy_025c,15.0,30.0,0.9140625,-0.16407936679515986
v5c0_corrected_v4b_075c,15.0,30.0,0.9140625,-0.16410744678328176
v4b_legacy_025c,15.0,30.0,0.921875,-0.20330730298136054
v5c0_corrected_v4b_075c,15.0,30.0,0.921875,-0.20324467207362895
v4b_legacy_025c,15.0,30.0,0.9296875,-0.2265730597963095
v5c0_corrected_v4b_075c,15.0,30.0,0.9296875,-0.226400420788952
v4b_legacy_025c,15.0,30.0,0.9375,-0.26472972169035736
v5c0_corrected_v4b_075c,15.0,30.0,0.9375,-0.26442811306248015
v4b_legacy_025c,15.0,30.0,0.9453125,-0.2731714587612714
v5c0_corrected_v4b_075c,15.0,30.0,0.9453125,-0.27272246961880253
v4b_legacy_025c,15.0,30.0,0.953125,-0.2727025419820708
v5c0_corrected_v4b_075c,15.0,30.0,0.953125,-0.27208855694443523
v4b_legacy_025c,15.0,30.0,0.9609375,-0.29596910677521066
v5c0_corrected_v4b_075c,15.0,30.0,0.9609375,-0.2951735759640166
v4b_legacy_025c,15.0,30.0,0.96875,-0.3000852025231281
v5c0_corrected_v4b_075c,15.0,30.0,0.96875,-0.2990929292713674
v4b_legacy_025c,15.0,30.0,0.9765625,-0.31760695322702803
v5c0_corrected_v4b_075c,15.0,30.0,0.9765625,-0.31640438988806285
v4b_legacy_025c,15.0,30.0,0.984375,-0.3287526857254578
v5c0_corrected_v4b_075c,15.0,30.0,0.984375,-0.32732822627504343
v4b_legacy_025c,15.0,30.0,0.9921875,-0.30268727492836534
v5c0_corrected_v4b_075c,15.0,30.0,0.9921875,-0.30103130267074496
v4b_legacy_025c,15.0,45.0,0.0,-0.17089627443936525
v5c0_corrected_v4b_075c,15.0,45.0,0.0,-0.16846863088911607
v4b_legacy_025c,15.0,45.0,0.0078125,-0.15041220230830754
v5c0_corrected_v4b_075c,15.0,45.0,0.0078125,-0.14714951711079305
v4b_legacy_025c,15.0,45.0,0.015625,-0.12570178373246454
v5c0_corrected_v4b_075c,15.0,45.0,0.015625,-0.12127945979164625
v4b_legacy_025c,15.0,45.0,0.0234375,-0.09963730621605436
v5c0_corrected_v4b_075c,15.0,45.0,0.0234375,-0.0942663271087008
v4b_legacy_025c,15.0,45.0,0.03125,-0.07293709820143163
v5c0_corrected_v4b_075c,15.0,45.0,0.03125,-0.06689382248074105
v4b_legacy_025c,15.0,45.0,0.0390625,-0.044990269929657455
v5c0_corrected_v4b_075c,15.0,45.0,0.0390625,-0.03851596035160591
v4b_legacy_025c,15.0,45.0,0.046875,-0.010164709871711131
v5c0_corrected_v4b_075c,15.0,45.0,0.046875,-0.003546819769112981
v4b_legacy_025c,15.0,45.0,0.0546875,0.028196087893581377
v5c0_corrected_v4b_075c,15.0,45.0,0.0546875,0.03479817444647917
v4b_legacy_025c,15.0,45.0,0.0625,0.06422431311127046
v5c0_corrected_v4b_075c,15.0,45.0,0.0625,0.07083988516807227
v4b_legacy_025c,15.0,45.0,0.0703125,0.10075756356741944
v5c0_corrected_v4b_075c,15.0,45.0,0.0703125,0.10763134558758392
v4b_legacy_025c,15.0,45.0,0.078125,0.1379039853999864
v5c0_corrected_v4b_075c,15.0,45.0,0.078125,0.14517112104941843
v4b_legacy_025c,15.0,45.0,0.0859375,0.16744336424985135
v5c0_corrected_v4b_075c,15.0,45.0,0.0859375,0.17507152137950793
v4b_legacy_025c,15.0,45.0,0.09375,0.19517630125079946
v5c0_corrected_v4b_075c,15.0,45.0,0.09375,0.2031254651795149
v4b_legacy_025c,15.0,45.0,0.1015625,0.22383474891219193
v5c0_corrected_v4b_075c,15.0,45.0,0.1015625,0.2320577086985324
v4b_legacy_025c,15.0,45.0,0.109375,0.25442910493183846
v5c0_corrected_v4b_075c,15.0,45.0,0.109375,0.2628722019629067
v4b_legacy_025c,15.0,45.0,0.1171875,0.2867352085382176
v5c0_corrected_v4b_075c,15.0,45.0,0.1171875,0.2953393213802395
v4b_legacy_025c,15.0,45.0,0.125,0.3200279938952108
v5c0_corrected_v4b_075c,15.0,45.0,0.125,0.32872972246017906
v4b_legacy_025c,15.0,45.0,0.1328125,0.35373387166660414
v5c0_corrected_v4b_075c,15.0,45.0,0.1328125,0.36246687548195244
v4b_legacy_025c,15.0,45.0,0.140625,0.38626021736080096
v5c0_corrected_v4b_075c,15.0,45.0,0.140625,0.3949566572727632
v4b_legacy_025c,15.0,45.0,0.1484375,0.4176062517126724
v5c0_corrected_v4b_075c,15.0,45.0,0.1484375,0.42619828170366736
v4b_legacy_025c,15.0,45.0,0.15625,0.44617836797329097
v5c0_corrected_v4b_075c,15.0,45.0,0.15625,0.4545996237724942
v4b_legacy_025c,15.0,45.0,0.1640625,0.47030347101959885
v5c0_corrected_v4b_075c,15.0,45.0,0.1640625,0.4784905045640238
v4b_legacy_025c,15.0,45.0,0.171875,0.4928404017287428
v5c0_corrected_v4b_075c,15.0,45.0,0.171875,0.5007340149414929
v4b_legacy_025c,15.0,45.0,0.1796875,0.5129129311710963
v5c0_corrected_v4b_075c,15.0,45.0,0.1796875,0.5204593685673123
v4b_legacy_025c,15.0,45.0,0.1875,0.5337501457244019
v5c0_corrected_v4b_075c,15.0,45.0,0.1875,0.5409021126138781
v4b_legacy_025c,15.0,45.0,0.1953125,0.5397449960517579
v5c0_corrected_v4b_075c,15.0,45.0,0.1953125,0.5464624771581854
v4b_legacy_025c,15.0,45.0,0.203125,0.5504612580766475
v5c0_corrected_v4b_075c,15.0,45.0,0.203125,0.5567121198306613
v4b_legacy_025c,15.0,45.0,0.2109375,0.5587732702701826
v5c0_corrected_v4b_075c,15.0,45.0,0.2109375,0.5645336384808621
v4b_legacy_025c,15.0,45.0,0.21875,0.5676456999865142
v5c0_corrected_v4b_075c,15.0,45.0,0.21875,0.5729001127198282
v4b_legacy_025c,15.0,45.0,0.2265625,0.5615692921210323
v5c0_corrected_v4b_075c,15.0,45.0,0.2265625,0.5663106351307652
v4b_legacy_025c,15.0,45.0,0.234375,0.5501348413323177
v5c0_corrected_v4b_075c,15.0,45.0,0.234375,0.5543640800725171
v4b_legacy_025c,15.0,45.0,0.2421875,0.5519663744393293
v5c0_corrected_v4b_075c,15.0,45.0,0.2421875,0.5556921023695951
v4b_legacy_025c,15.0,45.0,0.25,0.5455731676802412
v5c0_corrected_v4b_075c,15.0,45.0,0.25,0.548810995147227
v4b_legacy_025c,15.0,45.0,0.2578125,0.5362450652830129
v5c0_corrected_v4b_075c,15.0,45.0,0.2578125,0.539016876669933
v4b_legacy_025c,15.0,45.0,0.265625,0.4917638111650216
v5c0_corrected_v4b_075c,15.0,45.0,0.265625,0.49409692024236235
v4b_legacy_025c,15.0,45.0,0.2734375,0.4818151932826039
v5c0_corrected_v4b_075c,15.0,45.0,0.2734375,0.48375274877080937
v4b_legacy_025c,15.0,45.0,0.28125,0.45648072330497264
v5c0_corrected_v4b_075c,15.0,45.0,0.28125,0.4581968529589637
v4b_legacy_025c,15.0,45.0,0.2890625,0.4197998134744817
v5c0_corrected_v4b_075c,15.0,45.0,0.2890625,0.42142056220073976
v4b_legacy_025c,15.0,45.0,0.296875,0.3961996170846091
v5c0_corrected_v4b_075c,15.0,45.0,0.296875,0.3977571150825696
v4b_legacy_025c,15.0,45.0,0.3046875,0.3640251519561196
v5c0_corrected_v4b_075c,15.0,45.0,0.3046875,0.36547062832887095
v4b_legacy_025c,15.0,45.0,0.3125,0.3391560244435512
v5c0_corrected_v4b_075c,15.0,45.0,0.3125,0.34021628204642024
v4b_legacy_025c,15.0,45.0,0.3203125,0.30153468936095335
v5c0_corrected_v4b_075c,15.0,45.0,0.3203125,0.3020885255908569
v4b_legacy_025c,15.0,45.0,0.328125,0.28501909339286713
v5c0_corrected_v4b_075c,15.0,45.0,0.328125,0.2851513186825463
v4b_legacy_025c,15.0,45.0,0.3359375,0.25640665066461077
v5c0_corrected_v4b_075c,15.0,45.0,0.3359375,0.25634836756816703
v4b_legacy_025c,15.0,45.0,0.34375,0.2174730506420333
v5c0_corrected_v4b_075c,15.0,45.0,0.34375,0.2173913239211944
v4b_legacy_025c,15.0,45.0,0.3515625,0.20905074944661245
v5c0_corrected_v4b_075c,15.0,45.0,0.3515625,0.20896825861526358
v4b_legacy_025c,15.0,45.0,0.359375,0.17023808373343524
v5c0_corrected_v4b_075c,15.0,45.0,0.359375,0.17016895080380065
v4b_legacy_025c,15.0,45.0,0.3671875,0.14415690183868976
v5c0_corrected_v4b_075c,15.0,45.0,0.3671875,0.1441152647243372
v4b_legacy_025c,15.0,45.0,0.375,0.09990748621269967
v5c0_corrected_v4b_075c,15.0,45.0,0.375,0.09990748621269967
v4b_legacy_025c,15.0,45.0,0.3828125,0.04824822516932786
v5c0_corrected_v4b_075c,15.0,45.0,0.3828125,0.04830398932987521
v4b_legacy_025c,15.0,45.0,0.390625,0.005901014572340553
v5c0_corrected_v4b_075c,15.0,45.0,0.390625,0.00602662769030874
v4b_legacy_025c,15.0,45.0,0.3984375,-0.03426952653804929
v5c0_corrected_v4b_075c,15.0,45.0,0.3984375,-0.03406006550213428
v4b_legacy_025c,15.0,45.0,0.40625,-0.08496316914891461
v5c0_corrected_v4b_075c,15.0,45.0,0.40625,-0.0846560111439247
v4b_legacy_025c,15.0,45.0,0.4140625,-0.12709874459953294
v5c0_corrected_v4b_075c,15.0,45.0,0.4140625,-0.1266802792172631
v4b_legacy_025c,15.0,45.0,0.421875,-0.1806475739700339
v5c0_corrected_v4b_075c,15.0,45.0,0.421875,-0.1801045458791422
v4b_legacy_025c,15.0,45.0,0.4296875,-0.2137993417252284
v5c0_corrected_v4b_075c,15.0,45.0,0.4296875,-0.21311899629939532
v4b_legacy_025c,15.0,45.0,0.4375,-0.23274345928856727
v5c0_corrected_v4b_075c,15.0,45.0,0.4375,-0.231913717009001
v4b_legacy_025c,15.0,45.0,0.4453125,-0.2386423061393172
v5c0_corrected_v4b_075c,15.0,45.0,0.4453125,-0.23765196316425025
v4b_legacy_025c,15.0,45.0,0.453125,-0.2469578652430989
v5c0_corrected_v4b_075c,15.0,45.0,0.453125,-0.24579681522058408
v4b_legacy_025c,15.0,45.0,0.4609375,-0.24481646674522806
v5c0_corrected_v4b_075c,15.0,45.0,0.4609375,-0.2434759366895616
v4b_legacy_025c,15.0,45.0,0.46875,-0.24127580948435495
v5c0_corrected_v4b_075c,15.0,45.0,0.46875,-0.2397486005574618
v4b_legacy_025c,15.0,45.0,0.4765625,-0.2404589764044653
v5c0_corrected_v4b_075c,15.0,45.0,0.4765625,-0.23873969895978225
v4b_legacy_025c,15.0,45.0,0.484375,-0.20941548905244126
v5c0_corrected_v4b_075c,15.0,45.0,0.484375,-0.20750078049852344
v4b_legacy_025c,15.0,45.0,0.4921875,-0.1885557750808754
v5c0_corrected_v4b_075c,15.0,45.0,0.4921875,-0.18644448913195155
v4b_legacy_025c,15.0,45.0,0.5,-0.15682012877424004
v5c0_corrected_v4b_075c,15.0,45.0,0.5,-0.15438508169632445
v4b_legacy_025c,15.0,45.0,0.5078125,-0.14319495667847598
v5c0_corrected_v4b_075c,15.0,45.0,0.5078125,-0.13988785712447566
v4b_legacy_025c,15.0,45.0,0.515625,-0.1211302917370655
v5c0_corrected_v4b_075c,15.0,45.0,0.515625,-0.11661158009412574
v4b_legacy_025c,15.0,45.0,0.5234375,-0.09906582025817989
v5c0_corrected_v4b_075c,15.0,45.0,0.5234375,-0.09356146207970746
v4b_legacy_025c,15.0,45.0,0.53125,-0.0734773821992622
v5c0_corrected_v4b_075c,15.0,45.0,0.53125,-0.06727987327120297
v4b_legacy_025c,15.0,45.0,0.5390625,-0.04447764031458189
v5c0_corrected_v4b_075c,15.0,45.0,0.5390625,-0.03784060829724422
v4b_legacy_025c,15.0,45.0,0.546875,-0.007440353702179165
v5c0_corrected_v4b_075c,15.0,45.0,0.546875,-0.0006644206416819693
v4b_legacy_025c,15.0,45.0,0.5546875,0.023383162753497617
v5c0_corrected_v4b_075c,15.0,45.0,0.5546875,0.03013265623436907
v4b_legacy_025c,15.0,45.0,0.5625,0.05920983865790325
v5c0_corrected_v4b_075c,15.0,45.0,0.5625,0.06596528040292714
v4b_legacy_025c,15.0,45.0,0.5703125,0.09823168622133291
v5c0_corrected_v4b_075c,15.0,45.0,0.5703125,0.10525026113482991
v4b_legacy_025c,15.0,45.0,0.578125,0.13785877976155947
v5c0_corrected_v4b_075c,15.0,45.0,0.578125,0.1452826170043351
v4b_legacy_025c,15.0,45.0,0.5859375,0.16859670652373168
v5c0_corrected_v4b_075c,15.0,45.0,0.5859375,0.1763930168235966
v4b_legacy_025c,15.0,45.0,0.59375,0.1967535553465201
v5c0_corrected_v4b_075c,15.0,45.0,0.59375,0.2048816703506318
v4b_legacy_025c,15.0,45.0,0.6015625,0.225510953896577
v5c0_corrected_v4b_075c,15.0,45.0,0.6015625,0.23392282086556831
v4b_legacy_025c,15.0,45.0,0.609375,0.2560214865470522
v5c0_corrected_v4b_075c,15.0,45.0,0.609375,0.2646624307607769
v4b_legacy_025c,15.0,45.0,0.6171875,0.2881951713562569
v5c0_corrected_v4b_075c,15.0,45.0,0.6171875,0.29700489947677683
v4b_legacy_025c,15.0,45.0,0.625,0.3213526262754022
v5c0_corrected_v4b_075c,15.0,45.0,0.625,0.3302664329004423
v4b_legacy_025c,15.0,45.0,0.6328125,0.3548497049302586
v5c0_corrected_v4b_075c,15.0,45.0,0.6328125,0.36379983623452766
v4b_legacy_025c,15.0,45.0,0.640625,0.3879105055426027
v5c0_corrected_v4b_075c,15.0,45.0,0.640625,0.39682762842567443
v4b_legacy_025c,15.0,45.0,0.6484375,0.4175988061294123
v5c0_corrected_v4b_075c,15.0,45.0,0.6484375,0.4264135286542325
v4b_legacy_025c,15.0,45.0,0.65625,0.4476394259020844
v5c0_corrected_v4b_075c,15.0,45.0,0.65625,0.4562838148527918
v4b_legacy_025c,15.0,45.0,0.6640625,0.4742739533391445
v5c0_corrected_v4b_075c,15.0,45.0,0.6640625,0.4826829971735318
v4b_legacy_025c,15.0,45.0,0.671875,0.4958913847949058
v5c0_corrected_v4b_075c,15.0,45.0,0.671875,0.5040043547608547
v4b_legacy_025c,15.0,45.0,0.6796875,0.5190820009828114
v5c0_corrected_v4b_075c,15.0,45.0,0.6796875,0.5268436693071532
v4b_legacy_025c,15.0,45.0,0.6875,0.5286765734667792
v5c0_corrected_v4b_075c,15.0,45.0,0.6875,0.5360382548845798
v4b_legacy_025c,15.0,45.0,0.6953125,0.5423834887456942
v5c0_corrected_v4b_075c,15.0,45.0,0.6953125,0.5493038797920048
v4b_legacy_025c,15.0,45.0,0.703125,0.5529709247470148
v5c0_corrected_v4b_075c,15.0,45.0,0.703125,0.559416723772057
v4b_legacy_025c,15.0,45.0,0.7109375,0.5596146940970108
v5c0_corrected_v4b_075c,15.0,45.0,0.7109375,0.5655609935109858
v4b_legacy_025c,15.0,45.0,0.71875,0.5575463410735014
v5c0_corrected_v4b_075c,15.0,45.0,0.71875,0.5629767915426463
v4b_legacy_025c,15.0,45.0,0.7265625,0.552239266576997
v5c0_corrected_v4b_075c,15.0,45.0,0.7265625,0.5571460204933321
v4b_legacy_025c,15.0,45.0,0.734375,0.5469287858271251
v5c0_corrected_v4b_075c,15.0,45.0,0.734375,0.5513122341325641
v4b_legacy_025c,15.0,45.0,0.7421875,0.5481261206677837
v5c0_corrected_v4b_075c,15.0,45.0,0.7421875,0.5519944428603888
v4b_legacy_025c,15.0,45.0,0.75,0.5411772720365989
v5c0_corrected_v4b_075c,15.0,45.0,0.75,0.5445458238133769
v4b_legacy_025c,15.0,45.0,0.7578125,0.5412368844365528
v5c0_corrected_v4b_075c,15.0,45.0,0.7578125,0.5441274508798924
v4b_legacy_025c,15.0,45.0,0.765625,0.4972096330091166
v5c0_corrected_v4b_075c,15.0,45.0,0.765625,0.49964957749975614
v4b_legacy_025c,15.0,45.0,0.7734375,0.4729367115358312
v5c0_corrected_v4b_075c,15.0,45.0,0.7734375,0.4749701524861049
v4b_legacy_025c,15.0,45.0,0.78125,0.454481226572707
v5c0_corrected_v4b_075c,15.0,45.0,0.78125,0.45629298924313944
v4b_legacy_025c,15.0,45.0,0.7890625,0.42512695432411163
v5c0_corrected_v4b_075c,15.0,45.0,0.7890625,0.42685242477360447
v4b_legacy_025c,15.0,45.0,0.796875,0.3942790205857989
v5c0_corrected_v4b_075c,15.0,45.0,0.796875,0.3959539978086908
v4b_legacy_025c,15.0,45.0,0.8046875,0.36965802715442214
v5c0_corrected_v4b_075c,15.0,45.0,0.8046875,0.3712307614007753
v4b_legacy_025c,15.0,45.0,0.8125,0.33588857923663235
v5c0_corrected_v4b_075c,15.0,45.0,0.8125,0.3370574476418416
v4b_legacy_025c,15.0,45.0,0.8203125,0.30120348681636927
v5c0_corrected_v4b_075c,15.0,45.0,0.8203125,0.30182557725360576
v4b_legacy_025c,15.0,45.0,0.828125,0.28158213821839906
v5c0_corrected_v4b_075c,15.0,45.0,0.828125,0.2817391469819961
v4b_legacy_025c,15.0,45.0,0.8359375,0.2519247238569842
v5c0_corrected_v4b_075c,15.0,45.0,0.8359375,0.25186795473620927
v4b_legacy_025c,15.0,45.0,0.84375,0.22994142756914027
v5c0_corrected_v4b_075c,15.0,45.0,0.84375,0.22985970084830137
v4b_legacy_025c,15.0,45.0,0.8515625,0.2027479728510443
v5c0_corrected_v4b_075c,15.0,45.0,0.8515625,0.20266548201969545
v4b_legacy_025c,15.0,45.0,0.859375,0.17617187689302094
v5c0_corrected_v4b_075c,15.0,45.0,0.859375,0.1761027439633863
v4b_legacy_025c,15.0,45.0,0.8671875,0.13973284738712555
v5c0_corrected_v4b_075c,15.0,45.0,0.8671875,0.13969121027277298
v4b_legacy_025c,15.0,45.0,0.875,0.09505680777545752
v5c0_corrected_v4b_075c,15.0,45.0,0.875,0.09505680777545752
v4b_legacy_025c,15.0,45.0,0.8828125,0.041978430280031086
v5c0_corrected_v4b_075c,15.0,45.0,0.8828125,0.042034194440578376
v4b_legacy_025c,15.0,45.0,0.890625,-7.398210600734384e-06
v5c0_corrected_v4b_075c,15.0,45.0,0.890625,0.0001182149073674808
v4b_legacy_025c,15.0,45.0,0.8984375,-0.033542763358798244
v5c0_corrected_v4b_075c,15.0,45.0,0.8984375,-0.03333330232288325
v4b_legacy_025c,15.0,45.0,0.90625,-0.08872361184021521
v5c0_corrected_v4b_075c,15.0,45.0,0.90625,-0.08841645383522528
v4b_legacy_025c,15.0,45.0,0.9140625,-0.13070049443241125
v5c0_corrected_v4b_075c,15.0,45.0,0.9140625,-0.1302820290501414
v4b_legacy_025c,15.0,45.0,0.921875,-0.1750287594016961
v5c0_corrected_v4b_075c,15.0,45.0,0.921875,-0.17448573131080433
v4b_legacy_025c,15.0,45.0,0.9296875,-0.19394573105729587
v5c0_corrected_v4b_075c,15.0,45.0,0.9296875,-0.19326538563146264
