model,theta_max_deg,phase_offset_deg,phase,CT
v5c0_corrected_v4b_075c,25.0,75.0,0.0234375,0.06902292961267302
v4b_legacy_025c,25.0,75.0,0.03125,0.08699776181983147
v5c0_corrected_v4b_075c,25.0,75.0,0.03125,0.09424585317841115
v4b_legacy_025c,25.0,75.0,0.0390625,0.11217897456053659
v5c0_corrected_v4b_075c,25.0,75.0,0.0390625,0.11953846445689165
v4b_legacy_025c,25.0,75.0,0.046875,0.13712910532212497
v5c0_corrected_v4b_075c,25.0,75.0,0.046875,0.14455738162534146
v4b_legacy_025c,25.0,75.0,0.0546875,0.16150968397274085
v5c0_corrected_v4b_075c,25.0,75.0,0.0546875,0.16895867328460198
v4b_legacy_025c,25.0,75.0,0.0625,0.18498825179535072
v5c0_corrected_v4b_075c,25.0,75.0,0.0625,0.19240524590048055
v4b_legacy_025c,25.0,75.0,0.0703125,0.20724532185128264
v5c0_corrected_v4b_075c,25.0,75.0,0.0703125,0.2145740834895568
v4b_legacy_025c,25.0,75.0,0.078125,0.22798096986095678
v5c0_corrected_v4b_075c,25.0,75.0,0.078125,0.23516307860784103
v4b_legacy_025c,25.0,75.0,0.0859375,0.2469209266992542
v5c0_corrected_v4b_075c,25.0,75.0,0.0859375,0.25389730917266323
v4b_legacy_025c,25.0,75.0,0.09375,0.2638219368335415
v5c0_corrected_v4b_075c,25.0,75.0,0.09375,0.27053451263875006
v4b_legacy_025c,25.0,75.0,0.1015625,0.27847627816748416
v5c0_corrected_v4b_075c,25.0,75.0,0.1015625,0.2848696449669741
v4b_legacy_025c,25.0,75.0,0.109375,0.29071533860297005
v5c0_corrected_v4b_075c,25.0,75.0,0.109375,0.2967384169952718
v4b_legacy_025c,25.0,75.0,0.1171875,0.3004121129535826
v5c0_corrected_v4b_075c,25.0,75.0,0.1171875,0.30601967449766365
v4b_legacy_025c,25.0,75.0,0.125,0.3074826635390425
v5c0_corrected_v4b_075c,25.0,75.0,0.125,0.3126366728315174
v4b_legacy_025c,25.0,75.0,0.1328125,0.31188642425616653
v5c0_corrected_v4b_075c,25.0,75.0,0.1328125,0.31655713763183313
v4b_legacy_025c,25.0,75.0,0.140625,0.31362543841758106
v5c0_corrected_v4b_075c,25.0,75.0,0.140625,0.3177922164983737
v4b_legacy_025c,25.0,75.0,0.1484375,0.31275135162678236
v5c0_corrected_v4b_075c,25.0,75.0,0.1484375,0.3163944064981229
v4b_legacy_025c,25.0,75.0,0.15625,0.30949762591609536
v5c0_corrected_v4b_075c,25.0,75.0,0.15625,0.3124544969177192
v4b_legacy_025c,25.0,75.0,0.1640625,0.3039902860357607
v5c0_corrected_v4b_075c,25.0,75.0,0.1640625,0.3060977024436485
v4b_legacy_025c,25.0,75.0,0.171875,0.2962961559752607
v5c0_corrected_v4b_075c,25.0,75.0,0.171875,0.2974791527182819
v4b_legacy_025c,25.0,75.0,0.1796875,0.2864956756245036
v5c0_corrected_v4b_075c,25.0,75.0,0.1796875,0.2867788565094687
v4b_legacy_025c,25.0,75.0,0.1875,0.2746924857186659
v5c0_corrected_v4b_075c,25.0,75.0,0.1875,0.27419636406342013
v4b_legacy_025c,25.0,75.0,0.1953125,0.2610213434730333
v5c0_corrected_v4b_075c,25.0,75.0,0.1953125,0.259945315304039
v4b_legacy_025c,25.0,75.0,0.203125,0.2456526312201936
v5c0_corrected_v4b_075c,25.0,75.0,0.203125,0.24424797521363695
v4b_legacy_025c,25.0,75.0,0.2109375,0.22880516085023042
v5c0_corrected_v4b_075c,25.0,75.0,0.2109375,0.22733001529855992
v4b_legacy_025c,25.0,75.0,0.21875,0.21087484281472957
v5c0_corrected_v4b_075c,25.0,75.0,0.21875,0.20941568061982255
v4b_legacy_025c,25.0,75.0,0.2265625,0.19213439268182045
v5c0_corrected_v4b_075c,25.0,75.0,0.2265625,0.1907234027188696
v4b_legacy_025c,25.0,75.0,0.234375,0.17279388724271047
v5c0_corrected_v4b_075c,25.0,75.0,0.234375,0.17146203792336664
v4b_legacy_025c,25.0,75.0,0.2421875,0.1530511921881436
v5c0_corrected_v4b_075c,25.0,75.0,0.2421875,0.15182785411771393
v4b_legacy_025c,25.0,75.0,0.25,0.13308962459422266
v5c0_corrected_v4b_075c,25.0,75.0,0.25,0.13200223437157996
v4b_legacy_025c,25.0,75.0,0.2578125,0.11307638326207482
v5c0_corrected_v4b_075c,25.0,75.0,0.2578125,0.11215015309324305
v4b_legacy_025c,25.0,75.0,0.265625,0.09316185060054466
v5c0_corrected_v4b_075c,25.0,75.0,0.265625,0.09241952738847588
v4b_legacy_025c,25.0,75.0,0.2734375,0.07347962716735537
v5c0_corrected_v4b_075c,25.0,75.0,0.2734375,0.07294130368103514
v4b_legacy_025c,25.0,75.0,0.28125,0.05414728685380278
v5c0_corrected_v4b_075c,25.0,75.0,0.28125,0.0538302664736706
v4b_legacy_025c,25.0,75.0,0.2890625,0.03526780509574091
v5c0_corrected_v4b_075c,25.0,75.0,0.2890625,0.03518652048412838
v4b_legacy_025c,25.0,75.0,0.296875,0.016931565649849874
v5c0_corrected_v4b_075c,25.0,75.0,0.296875,0.017097550511107083
v4b_legacy_025c,25.0,75.0,0.3046875,-0.0007812056118784915
v5c0_corrected_v4b_075c,25.0,75.0,0.3046875,-0.00035929372711202706
v4b_legacy_025c,25.0,75.0,0.3125,-0.017797699878715316
v5c0_corrected_v4b_075c,25.0,75.0,0.3125,-0.017114008992847728
v4b_legacy_025c,25.0,75.0,0.3203125,-0.03404959825190301
v5c0_corrected_v4b_075c,25.0,75.0,0.3203125,-0.033100968085073304
v4b_legacy_025c,25.0,75.0,0.328125,-0.049470130920492954
v5c0_corrected_v4b_075c,25.0,75.0,0.328125,-0.04825594138054221
v4b_legacy_025c,25.0,75.0,0.3359375,-0.06399128676820737
v5c0_corrected_v4b_075c,25.0,75.0,0.3359375,-0.06251327557236187
v4b_legacy_025c,25.0,75.0,0.34375,-0.07753324660038588
v5c0_corrected_v4b_075c,25.0,75.0,0.34375,-0.07579530378494086
v4b_legacy_025c,25.0,75.0,0.3515625,-0.08999616435538266
v5c0_corrected_v4b_075c,25.0,75.0,0.3515625,-0.0880041122491214
v4b_legacy_025c,25.0,75.0,0.359375,-0.10132216389463557
v5c0_corrected_v4b_075c,25.0,75.0,0.359375,-0.09908353171907586
v4b_legacy_025c,25.0,75.0,0.3671875,-0.1114192986119906
v5c0_corrected_v4b_075c,25.0,75.0,0.3671875,-0.10894310115963758
v4b_legacy_025c,25.0,75.0,0.375,-0.12018768589513987
v5c0_corrected_v4b_075c,25.0,75.0,0.375,-0.11748421565689982
v4b_legacy_025c,25.0,75.0,0.3828125,-0.12752035320222516
v5c0_corrected_v4b_075c,25.0,75.0,0.3828125,-0.12460099480226065
v4b_legacy_025c,25.0,75.0,0.390625,-0.13330493588420345
v5c0_corrected_v4b_075c,25.0,75.0,0.390625,-0.13018201068186808
v4b_legacy_025c,25.0,75.0,0.3984375,-0.13742619917621327
v5c0_corrected_v4b_075c,25.0,75.0,0.3984375,-0.13411284637850346
v4b_legacy_025c,25.0,75.0,0.40625,-0.13976932670698966
v5c0_corrected_v4b_075c,25.0,75.0,0.40625,-0.13627942530109327
v4b_legacy_025c,25.0,75.0,0.4140625,-0.14022387766188152
v5c0_corrected_v4b_075c,25.0,75.0,0.4140625,-0.136572010967856
v4b_legacy_025c,25.0,75.0,0.421875,-0.13868826454738095
v5c0_corrected_v4b_075c,25.0,75.0,0.421875,-0.13488972629837273
v4b_legacy_025c,25.0,75.0,0.4296875,-0.1350745690995332
v5c0_corrected_v4b_075c,25.0,75.0,0.4296875,-0.13114540682920497
v4b_legacy_025c,25.0,75.0,0.4375,-0.12931351637212676
v5c0_corrected_v4b_075c,25.0,75.0,0.4375,-0.12527060472755328
v4b_legacy_025c,25.0,75.0,0.4453125,-0.1213593472065834
v5c0_corrected_v4b_075c,25.0,75.0,0.4453125,-0.11722048085473617
v4b_legacy_025c,25.0,75.0,0.453125,-0.11119439373759327
v5c0_corrected_v4b_075c,25.0,75.0,0.453125,-0.10697838706368115
v4b_legacy_025c,25.0,75.0,0.4609375,-0.09883312204750676
v5c0_corrected_v4b_075c,25.0,75.0,0.4609375,-0.09455990111893298
v4b_legacy_025c,25.0,75.0,0.46875,-0.08434613211515492
v5c0_corrected_v4b_075c,25.0,75.0,0.46875,-0.0800160772134255
v4b_legacy_025c,25.0,75.0,0.4765625,-0.06799244181075599
v5c0_corrected_v4b_075c,25.0,75.0,0.4765625,-0.0634357865043752
v4b_legacy_025c,25.0,75.0,0.484375,-0.049918894152672616
v5c0_corrected_v4b_075c,25.0,75.0,0.484375,-0.04494692132059736
v4b_legacy_025c,25.0,75.0,0.4921875,-0.030236452433195473
v5c0_corrected_v4b_075c,25.0,75.0,0.4921875,-0.024716439166524995
v4b_legacy_025c,25.0,75.0,0.5,-0.009063422230201307
v5c0_corrected_v4b_075c,25.0,75.0,0.5,-0.002949009299869864
v4b_legacy_025c,25.0,75.0,0.5078125,0.013462796011271287
v5c0_corrected_v4b_075c,25.0,75.0,0.5078125,0.02011564114950287
v4b_legacy_025c,25.0,75.0,0.515625,0.0371697987004454
v5c0_corrected_v4b_075c,25.0,75.0,0.515625,0.04420539299732588
v4b_legacy_025c,25.0,75.0,0.5234375,0.061784342585692605
v5c0_corrected_v4b_075c,25.0,75.0,0.5234375,0.0690209699354748
v4b_legacy_025c,25.0,75.0,0.53125,0.0868476530672707
v5c0_corrected_v4b_075c,25.0,75.0,0.53125,0.09424174945460544
v4b_legacy_025c,25.0,75.0,0.5390625,0.11201783614039153
v5c0_corrected_v4b_075c,25.0,75.0,0.5390625,0.11953224686030695
v4b_legacy_025c,25.0,75.0,0.546875,0.13695769792474757
v5c0_corrected_v4b_075c,25.0,75.0,0.546875,0.14454910968039586
v4b_legacy_025c,25.0,75.0,0.5546875,0.16132896100175098
v5c0_corrected_v4b_075c,25.0,75.0,0.5546875,0.1689484354140381
v4b_legacy_025c,25.0,75.0,0.5625,0.18479934558463945
v5c0_corrected_v4b_075c,25.0,75.0,0.5625,0.1923931583231553
v4b_legacy_025c,25.0,75.0,0.5703125,0.20704952364075266
v5c0_corrected_v4b_075c,25.0,75.0,0.5703125,0.21456028847800707
v4b_legacy_025c,25.0,75.0,0.578125,0.2277797042875296
v5c0_corrected_v4b_075c,25.0,75.0,0.578125,0.2351477421569125
v4b_legacy_025c,25.0,75.0,0.5859375,0.2467157218284554
v5c0_corrected_v4b_075c,25.0,75.0,0.5859375,0.2538806181394238
v4b_legacy_025c,25.0,75.0,0.59375,0.2636143909672886
v5c0_corrected_v4b_075c,25.0,75.0,0.59375,0.27051667143506547
v4b_legacy_025c,25.0,75.0,0.6015625,0.2782680247828799
v5c0_corrected_v4b_075c,25.0,75.0,0.6015625,0.2848508718958213
v4b_legacy_025c,25.0,75.0,0.609375,0.29050801081542954
v5c0_corrected_v4b_075c,25.0,75.0,0.609375,0.29671894033235224
v4b_legacy_025c,25.0,75.0,0.6171875,0.30020730885799135
v5c0_corrected_v4b_075c,25.0,75.0,0.6171875,0.3059997284289701
v4b_legacy_025c,25.0,75.0,0.625,0.3072819136642844
v5c0_corrected_v4b_075c,25.0,75.0,0.625,0.31261649335480235
v4b_legacy_025c,25.0,75.0,0.6328125,0.3116911622050862
v5c0_corrected_v4b_075c,25.0,75.0,0.6328125,0.3165369585356727
v4b_legacy_025c,25.0,75.0,0.640625,0.3134369755476345
v5c0_corrected_v4b_075c,25.0,75.0,0.640625,0.31777226552246
v4b_legacy_025c,25.0,75.0,0.6484375,0.31257120044907893
v5c0_corrected_v4b_075c,25.0,75.0,0.6484375,0.3163749017705486
v4b_legacy_025c,25.0,75.0,0.65625,0.30933326694634694
v5c0_corrected_v4b_075c,25.0,75.0,0.65625,0.3124356437552273
v4b_legacy_025c,25.0,75.0,0.6640625,0.30384989057960415
v5c0_corrected_v4b_075c,25.0,75.0,0.6640625,0.30607969058699414
v4b_legacy_025c,25.0,75.0,0.671875,0.29618501026748983
v5c0_corrected_v4b_075c,25.0,75.0,0.671875,0.2974621540536349
v4b_legacy_025c,25.0,75.0,0.6796875,0.28641546590625266
v5c0_corrected_v4b_075c,25.0,75.0,0.6796875,0.2867630233175436
v4b_legacy_025c,25.0,75.0,0.6875,0.2746410506931951
v5c0_corrected_v4b_075c,25.0,75.0,0.6875,0.27418182780894157
v4b_legacy_025c,25.0,75.0,0.6953125,0.26099290128798175
v5c0_corrected_v4b_075c,25.0,75.0,0.6953125,0.25993218596857204
v4b_legacy_025c,25.0,75.0,0.703125,0.24563843036007882
v5c0_corrected_v4b_075c,25.0,75.0,0.703125,0.24423634115444465
v4b_legacy_025c,25.0,75.0,0.7109375,0.22879508914921956
v5c0_corrected_v4b_075c,25.0,75.0,0.7109375,0.227319943597549
v4b_legacy_025c,25.0,75.0,0.71875,0.21086638006756508
v5c0_corrected_v4b_075c,25.0,75.0,0.71875,0.20940721787265804
v4b_legacy_025c,25.0,75.0,0.7265625,0.192127566172371
v5c0_corrected_v4b_075c,25.0,75.0,0.7265625,0.19071657620942034
v4b_legacy_025c,25.0,75.0,0.734375,0.1727887064270461
v5c0_corrected_v4b_075c,25.0,75.0,0.734375,0.17145685710770225
v4b_legacy_025c,25.0,75.0,0.7421875,0.15304765041120102
v5c0_corrected_v4b_075c,25.0,75.0,0.7421875,0.1518243123407713
v4b_legacy_025c,25.0,75.0,0.75,0.13308770096669048
v5c0_corrected_v4b_075c,25.0,75.0,0.75,0.13200031074404778
v4b_legacy_025c,25.0,75.0,0.7578125,0.1130760446053985
v5c0_corrected_v4b_075c,25.0,75.0,0.7578125,0.11214981443656673
v4b_legacy_025c,25.0,75.0,0.765625,0.09316305338933187
v5c0_corrected_v4b_075c,25.0,75.0,0.765625,0.09242073017726309
v4b_legacy_025c,25.0,75.0,0.7734375,0.0734823193904904
v5c0_corrected_v4b_075c,25.0,75.0,0.7734375,0.07294399590417014
v4b_legacy_025c,25.0,75.0,0.78125,0.054151409726991735
v5c0_corrected_v4b_075c,25.0,75.0,0.78125,0.05383438934685958
v4b_legacy_025c,25.0,75.0,0.7890625,0.03527329457309071
v5c0_corrected_v4b_075c,25.0,75.0,0.7890625,0.035192009961478185
v4b_legacy_025c,25.0,75.0,0.796875,0.016938353676912085
v5c0_corrected_v4b_075c,25.0,75.0,0.796875,0.017104338538169284
v4b_legacy_025c,25.0,75.0,0.8046875,-0.0007731901274664183
v5c0_corrected_v4b_075c,25.0,75.0,0.8046875,-0.0003512782426999199
v4b_legacy_025c,25.0,75.0,0.8125,-0.017788530405391776
v5c0_corrected_v4b_075c,25.0,75.0,0.8125,-0.01710483951952421
v4b_legacy_025c,25.0,75.0,0.8203125,-0.03403935028638232
v5c0_corrected_v4b_075c,25.0,75.0,0.8203125,-0.033090720119552615
v4b_legacy_025c,25.0,75.0,0.828125,-0.04945888194429723
v5c0_corrected_v4b_075c,25.0,75.0,0.828125,-0.04824469240434657
v4b_legacy_025c,25.0,75.0,0.8359375,-0.06397911648836173
v5c0_corrected_v4b_075c,25.0,75.0,0.8359375,-0.06250110529251623
v4b_legacy_025c,25.0,75.0,0.84375,-0.07752831276703252
v5c0_corrected_v4b_075c,25.0,75.0,0.84375,-0.0757903699515875
v4b_legacy_025c,25.0,75.0,0.8515625,-0.0900104106862753
v5c0_corrected_v4b_075c,25.0,75.0,0.8515625,-0.08801835858001407
v4b_legacy_025c,25.0,75.0,0.859375,-0.10133702946534746
v5c0_corrected_v4b_075c,25.0,75.0,0.859375,-0.09909839728978768
v4b_legacy_025c,25.0,75.0,0.8671875,-0.11143468844016675
v5c0_corrected_v4b_075c,25.0,75.0,0.8671875,-0.10895849098781374
v4b_legacy_025c,25.0,75.0,0.875,-0.12020349917053787
v5c0_corrected_v4b_075c,25.0,75.0,0.875,-0.11750002893229783
v4b_legacy_025c,25.0,75.0,0.8828125,-0.1275364824858132
v5c0_corrected_v4b_075c,25.0,75.0,0.8828125,-0.12461712408584888
v4b_legacy_025c,25.0,75.0,0.890625,-0.13332126646200498
v5c0_corrected_v4b_075c,25.0,75.0,0.890625,-0.13019834125966964
v4b_legacy_025c,25.0,75.0,0.8984375,-0.13744260864053692
v5c0_corrected_v4b_075c,25.0,75.0,0.8984375,-0.13412925584282703
v4b_legacy_025c,25.0,75.0,0.90625,-0.13978568483373086
v5c0_corrected_v4b_075c,25.0,75.0,0.90625,-0.13629578342783458
v4b_legacy_025c,25.0,75.0,0.9140625,-0.14024004663129
v5c0_corrected_v4b_075c,25.0,75.0,0.9140625,-0.13658817993726452
v4b_legacy_025c,25.0,75.0,0.921875,-0.13870409952091464
v5c0_corrected_v4b_075c,25.0,75.0,0.921875,-0.13490556127190637
v4b_legacy_025c,25.0,75.0,0.9296875,-0.1350899192271599
v5c0_corrected_v4b_075c,25.0,75.0,0.9296875,-0.1311607569568317
v4b_legacy_025c,25.0,75.0,0.9375,-0.1293282262618246
v5c0_corrected_v4b_075c,25.0,75.0,0.9375,-0.12528531461725118
v4b_legacy_025c,25.0,75.0,0.9453125,-0.12137325881255154
v5c0_corrected_v4b_075c,25.0,75.0,0.9453125,-0.1172343924607045
v4b_legacy_025c,25.0,75.0,0.953125,-0.11120734863815648
v5c0_corrected_v4b_075c,25.0,75.0,0.953125,-0.10699134196424435
v4b_legacy_025c,25.0,75.0,0.9609375,-0.09884496405946344
v5c0_corrected_v4b_075c,25.0,75.0,0.9609375,-0.09457174313088951
v4b_legacy_025c,25.0,75.0,0.96875,-0.08435571156398558
v5c0_corrected_v4b_075c,25.0,75.0,0.96875,-0.08002665527635247
v4b_legacy_025c,25.0,75.0,0.9765625,-0.06799090305672635
v5c0_corrected_v4b_075c,25.0,75.0,0.9765625,-0.06344495774878234
v4b_legacy_025c,25.0,75.0,0.984375,-0.04989765453055936
v5c0_corrected_v4b_075c,25.0,75.0,0.984375,-0.04495455422355398
v4b_legacy_025c,25.0,75.0,0.9921875,-0.03019021121593297
v5c0_corrected_v4b_075c,25.0,75.0,0.9921875,-0.02472241669129877
v4b_legacy_025c,25.0,90.0,0.0,-0.015009483860743961
v5c0_corrected_v4b_075c,25.0,90.0,0.0,-0.013542221983872534
v4b_legacy_025c,25.0,90.0,0.0078125,-0.005127848935606367
v5c0_corrected_v4b_075c,25.0,90.0,0.0078125,-0.0038312549273635844
v4b_legacy_025c,25.0,90.0,0.015625,0.005621652704158347
v5c0_corrected_v4b_075c,25.0,90.0,0.015625,0.006738321670816155
v4b_legacy_025c,25.0,90.0,0.0234375,0.01703083846065115
v5c0_corrected_v4b_075c,25.0,90.0,0.0234375,0.01795905696115225
v4b_legacy_025c,25.0,90.0,0.03125,0.02888428330599933
v5c0_corrected_v4b_075c,25.0,90.0,0.03125,0.029616543254952013
v4b_legacy_025c,25.0,90.0,0.0390625,0.040965664688348086
v5c0_corrected_v4b_075c,25.0,90.0,0.0390625,0.04149578222994919
v4b_legacy_025c,25.0,90.0,0.046875,0.05306346975998886
v5c0_corrected_v4b_075c,25.0,90.0,0.046875,0.053387304617272105
v4b_legacy_025c,25.0,90.0,0.0546875,0.06497112994805618
v5c0_corrected_v4b_075c,25.0,90.0,0.0546875,0.06509281248508016
v4b_legacy_025c,25.0,90.0,0.0625,0.07650695639338562
v5c0_corrected_v4b_075c,25.0,90.0,0.0625,0.07643017060774634
v4b_legacy_025c,25.0,90.0,0.0703125,0.08751249742558202
v5c0_corrected_v4b_075c,25.0,90.0,0.0703125,0.08723757979594482
v4b_legacy_025c,25.0,90.0,0.078125,0.09785113281707841
v5c0_corrected_v4b_075c,25.0,90.0,0.078125,0.09737683797709805
v4b_legacy_025c,25.0,90.0,0.0859375,0.10740953677009625
v5c0_corrected_v4b_075c,25.0,90.0,0.0859375,0.10673561878223455
v4b_legacy_025c,25.0,90.0,0.09375,0.1160982869599071
v5c0_corrected_v4b_075c,25.0,90.0,0.09375,0.11522865655744292
v4b_legacy_025c,25.0,90.0,0.1015625,0.1238513377317014
v5c0_corrected_v4b_075c,25.0,90.0,0.1015625,0.12279752567052293
v4b_legacy_025c,25.0,90.0,0.109375,0.13062642894134677
v5c0_corrected_v4b_075c,25.0,90.0,0.109375,0.12941093790679534
v4b_legacy_025c,25.0,90.0,0.1171875,0.13641654651605215
v5c0_corrected_v4b_075c,25.0,90.0,0.1171875,0.13506302673147597
v4b_legacy_025c,25.0,90.0,0.125,0.14124171072337513
v5c0_corrected_v4b_075c,25.0,90.0,0.125,0.1397708873171179
v4b_legacy_025c,25.0,90.0,0.1328125,0.14513691438011328
v5c0_corrected_v4b_075c,25.0,90.0,0.1328125,0.14357160300383637
v4b_legacy_025c,25.0,90.0,0.140625,0.14815399004813948
v5c0_corrected_v4b_075c,25.0,90.0,0.140625,0.14651877516811151
v4b_legacy_025c,25.0,90.0,0.1484375,0.15035780594582238
v5c0_corrected_v4b_075c,25.0,90.0,0.1484375,0.14867867665156329
v4b_legacy_025c,25.0,90.0,0.15625,0.15182224980422893
v5c0_corrected_v4b_075c,25.0,90.0,0.15625,0.15012620214995379
v4b_legacy_025c,25.0,90.0,0.1640625,0.1526261373199803
v5c0_corrected_v4b_075c,25.0,90.0,0.1640625,0.1509407526498647
v4b_legacy_025c,25.0,90.0,0.171875,0.15284919474907888
v5c0_corrected_v4b_075c,25.0,90.0,0.171875,0.15120220363737435
v4b_legacy_025c,25.0,90.0,0.1796875,0.15256825749485825
v5c0_corrected_v4b_075c,25.0,90.0,0.1796875,0.15098709889177825
v4b_legacy_025c,25.0,90.0,0.1875,0.1518538079963122
v5c0_corrected_v4b_075c,25.0,90.0,0.1875,0.15036519294310716
v4b_legacy_025c,25.0,90.0,0.1953125,0.15076697248204263
v5c0_corrected_v4b_075c,25.0,90.0,0.1953125,0.14939646137256848
v4b_legacy_025c,25.0,90.0,0.203125,0.14935706746150768
v5c0_corrected_v4b_075c,25.0,90.0,0.203125,0.14812866930701254
v4b_legacy_025c,25.0,90.0,0.2109375,0.14765977194618202
v5c0_corrected_v4b_075c,25.0,90.0,0.2109375,0.14659557346443924
v4b_legacy_025c,25.0,90.0,0.21875,0.1456959965453858
v5c0_corrected_v4b_075c,25.0,90.0,0.21875,0.14481582815980232
v4b_legacy_025c,25.0,90.0,0.2265625,0.1434714738696837
v5c0_corrected_v4b_075c,25.0,90.0,0.2265625,0.14279261887982572
v4b_legacy_025c,25.0,90.0,0.234375,0.1409770819904979
v5c0_corrected_v4b_075c,25.0,90.0,0.234375,0.14051403427080042
v4b_legacy_025c,25.0,90.0,0.2421875,0.1381899055720616
v5c0_corrected_v4b_075c,25.0,90.0,0.2421875,0.1379541801762841
v4b_legacy_025c,25.0,90.0,0.25,0.13507499369973866
v5c0_corrected_v4b_075c,25.0,90.0,0.25,0.13507499369973866
v4b_legacy_025c,25.0,90.0,0.2578125,0.13158776162991292
v5c0_corrected_v4b_075c,25.0,90.0,0.2578125,0.13182870340305122
v4b_legacy_025c,25.0,90.0,0.265625,0.12767694941377172
v5c0_corrected_v4b_075c,25.0,90.0,0.265625,0.12816084741910672
v4b_legacy_025c,25.0,90.0,0.2734375,0.12328805468756666
v5c0_corrected_v4b_075c,25.0,90.0,0.2734375,0.12401376554417592
v4b_legacy_025c,25.0,90.0,0.28125,0.11836711077150813
v5c0_corrected_v4b_075c,25.0,90.0,0.28125,0.11933043518297295
v4b_legacy_025c,25.0,90.0,0.2890625,0.11286466913813228
v5c0_corrected_v4b_075c,25.0,90.0,0.2890625,0.11405850890953273
v4b_legacy_025c,25.0,90.0,0.296875,0.10673983906531004
v5c0_corrected_v4b_075c,25.0,90.0,0.296875,0.10815440515186726
v4b_legacy_025c,25.0,90.0,0.3046875,0.09996422397082502
v5c0_corrected_v4b_075c,25.0,90.0,0.3046875,0.10158729020503843
v4b_legacy_025c,25.0,90.0,0.3125,0.09252558955613957
v5c0_corrected_v4b_075c,25.0,90.0,0.3125,0.09434278545344249
v4b_legacy_025c,25.0,90.0,0.3203125,0.0844310887471717
v5c0_corrected_v4b_075c,25.0,90.0,0.3203125,0.08642622362568997
v4b_legacy_025c,25.0,90.0,0.328125,0.07570989064336148
v5c0_corrected_v4b_075c,25.0,90.0,0.328125,0.07786530025455984
v4b_legacy_025c,25.0,90.0,0.3359375,0.06641506459058043
v5c0_corrected_v4b_075c,25.0,90.0,0.3359375,0.06871197059350062
v4b_legacy_025c,25.0,90.0,0.34375,0.056624599924182006
v5c0_corrected_v4b_075c,25.0,90.0,0.34375,0.05904347190036217
v4b_legacy_025c,25.0,90.0,0.3515625,0.04644145686825735
v5c0_corrected_v4b_075c,25.0,90.0,0.3515625,0.04896236622398452
v4b_legacy_025c,25.0,90.0,0.359375,0.03599259244182875
v5c0_corrected_v4b_075c,25.0,90.0,0.359375,0.038595547536013096
v4b_legacy_025c,25.0,90.0,0.3671875,0.02542693922280838
v5c0_corrected_v4b_075c,25.0,90.0,0.3671875,0.028092191445936048
v4b_legacy_025c,25.0,90.0,0.375,0.014912359916578863
v5c0_corrected_v4b_075c,25.0,90.0,0.375,0.01762067127417417
v4b_legacy_025c,25.0,90.0,0.3828125,0.004631644543199257
v5c0_corrected_v4b_075c,25.0,90.0,0.3828125,0.007364508597067925
v4b_legacy_025c,25.0,90.0,0.390625,-0.005222336158615201
v5c0_corrected_v4b_075c,25.0,90.0,0.390625,-0.0024825263562549627
v4b_legacy_025c,25.0,90.0,0.3984375,-0.014452160147760575
v5c0_corrected_v4b_075c,25.0,90.0,0.3984375,-0.0117220012466592
v4b_legacy_025c,25.0,90.0,0.40625,-0.02286187088793676
v5c0_corrected_v4b_075c,25.0,90.0,0.40625,-0.020156897022989027
v4b_legacy_025c,25.0,90.0,0.4140625,-0.03026325726345788
v5c0_corrected_v4b_075c,25.0,90.0,0.4140625,-0.02759794492378672
v4b_legacy_025c,25.0,90.0,0.421875,-0.036482132994474274
v5c0_corrected_v4b_075c,25.0,90.0,0.421875,-0.03386995833067141
v4b_legacy_025c,25.0,90.0,0.4296875,-0.04136435595344317
v5c0_corrected_v4b_075c,25.0,90.0,0.4296875,-0.03881789674228703
v4b_legacy_025c,25.0,90.0,0.4375,-0.044781336048292195
v5c0_corrected_v4b_075c,25.0,90.0,0.4375,-0.0423124076306446
v4b_legacy_025c,25.0,90.0,0.4453125,-0.04662687130706499
v5c0_corrected_v4b_075c,25.0,90.0,0.4453125,-0.04424668338068857
v4b_legacy_025c,25.0,90.0,0.453125,-0.04682831270790597
v5c0_corrected_v4b_075c,25.0,90.0,0.453125,-0.044547632131891696
v4b_legacy_025c,25.0,90.0,0.4609375,-0.04537617075979682
v5c0_corrected_v4b_075c,25.0,90.0,0.4609375,-0.04320547472150589
v4b_legacy_025c,25.0,90.0,0.46875,-0.04228197039316619
v5c0_corrected_v4b_075c,25.0,90.0,0.46875,-0.040231574553398514
v4b_legacy_025c,25.0,90.0,0.4765625,-0.03759512252392178
v5c0_corrected_v4b_075c,25.0,90.0,0.4765625,-0.035675270155895944
v4b_legacy_025c,25.0,90.0,0.484375,-0.03140152823974639
v5c0_corrected_v4b_075c,25.0,90.0,0.484375,-0.029622428870299585
v4b_legacy_025c,25.0,90.0,0.4921875,-0.02382090466480463
v5c0_corrected_v4b_075c,25.0,90.0,0.4921875,-0.02219271415666033
v4b_legacy_025c,25.0,90.0,0.5,-0.015002969561019725
v5c0_corrected_v4b_075c,25.0,90.0,0.5,-0.013535707684148272
v4b_legacy_025c,25.0,90.0,0.5078125,-0.0051226471930511065
v5c0_corrected_v4b_075c,25.0,90.0,0.5078125,-0.003826053184808347
v4b_legacy_025c,25.0,90.0,0.515625,0.005625484825793519
v5c0_corrected_v4b_075c,25.0,90.0,0.515625,0.006742153792451292
v4b_legacy_025c,25.0,90.0,0.5234375,0.017033269208552977
